Path,Valence,Energy
./data/lpd/lpd_cleansed/K/M/W/TRKMWWP128F4273AE8/09857e1ca702f836e26819adeca0c8c9.npz,0.498,0.942
./data/lpd/lpd_cleansed/K/M/Y/TRKMYUB128F4244FE2/5cbe70c08dc8889dc7d484ac96ad9b3d.npz,0.107,0.0879
./data/lpd/lpd_cleansed/K/M/Y/TRKMYQY128E07810A2/1e15ecaf15c8c7391e8ef31b651c90e5.npz,0.95,0.381
./data/lpd/lpd_cleansed/K/M/C/TRKMCSC128F92EFC52/fed8f7996bae24c5da1997f6080d1564.npz,0.321,0.533
./data/lpd/lpd_cleansed/K/M/N/TRKMNEL128F425A058/6c6fa6484a27c023cb74894faffbcadf.npz,0.611,0.611
./data/lpd/lpd_cleansed/K/M/H/TRKMHMS12903C9854E/a151325c6d6a99bc4bfe5a4ea401a47f.npz,0.559,0.819
./data/lpd/lpd_cleansed/K/M/L/TRKMLEG128F92DCE78/8302fe042f8f3a27905ad5becc87ffec.npz,0.867,0.69
./data/lpd/lpd_cleansed/K/M/L/TRKMLFI12903CE3609/e8fafcc6f63041de36fa119deb97e8c8.npz,0.29,0.225
./data/lpd/lpd_cleansed/K/M/X/TRKMXSU12903CCC6F0/89e5180aa1154eb6639d6b54df11eee8.npz,0.723,0.512
./data/lpd/lpd_cleansed/K/M/X/TRKMXYU128F148C138/dd643e97159c0796844ef7081186eeaf.npz,0.363,0.53
./data/lpd/lpd_cleansed/K/M/X/TRKMXJG128F4259A95/71e26c6a4bc13bb54b321569a35d908c.npz,0.838,0.675
./data/lpd/lpd_cleansed/K/M/G/TRKMGOC128F92F6589/0adafdc010f5e2504cb7e5a0b89f10a9.npz,0.802,0.951
./data/lpd/lpd_cleansed/K/M/R/TRKMRBI128F92CC2BD/c47c9983cbd33892e54bb68853c440f8.npz,0.553,0.916
./data/lpd/lpd_cleansed/K/M/R/TRKMROX128F42581D6/b3500bafe5e4e2550bd34f60475c3807.npz,0.152,0.595
./data/lpd/lpd_cleansed/K/M/E/TRKMENL128F931B711/29fa5de918cc1f7de11e25bcf5cace38.npz,0.534,0.365
./data/lpd/lpd_cleansed/K/M/E/TRKMEZO128EF33F455/4a85b43d51497db7f1b31aefcbf64de8.npz,0.273,0.393
./data/lpd/lpd_cleansed/K/S/D/TRKSDYD128F9304392/b0b3391b52b110f66de65f3b1dd3179b.npz,0.223,0.972
./data/lpd/lpd_cleansed/K/S/D/TRKSDWL128F931684D/a31a681f46e1438f53a9bd172f516d96.npz,0.891,0.501
./data/lpd/lpd_cleansed/K/S/D/TRKSDEO12903CAB52C/e7b8aafd26464d0b10ebfac2217a5c2c.npz,0.403,0.236
./data/lpd/lpd_cleansed/K/S/B/TRKSBEV128F92FDD39/e134d2e2d66b384948cda2d491d14260.npz,0.621,0.76
./data/lpd/lpd_cleansed/K/S/B/TRKSBBL128F42246F7/31bf083503574c26b08f134dd82641c8.npz,0.808,0.517
./data/lpd/lpd_cleansed/K/S/K/TRKSKCS128F92FF4D3/c7684610a455295ec1f8d075391a7ae0.npz,0.332,0.418
./data/lpd/lpd_cleansed/K/S/S/TRKSSEQ128F428A21A/eea6e09d41384e25b37c2a5e8db2889a.npz,0.668,0.146
./data/lpd/lpd_cleansed/K/S/S/TRKSSCJ128F428AAC6/da782d722dd44dfe30b40bfa355186f9.npz,0.664,0.727
./data/lpd/lpd_cleansed/K/S/A/TRKSASI128F4243FD2/372f808f7611d4098744c435bea8b2ac.npz,0.815,0.903
./data/lpd/lpd_cleansed/K/S/W/TRKSWEI128F92ED8B0/21d2123e7692d2bdfde6bf4bcba692db.npz,0.864,0.748
./data/lpd/lpd_cleansed/K/S/J/TRKSJIA128F9310E76/a2c2702434ee18082a518e416c10d524.npz,0.901,0.896
./data/lpd/lpd_cleansed/K/S/J/TRKSJKW128F92F1E5D/6b6ae7dd2603b84db229835328260660.npz,0.351,0.221
./data/lpd/lpd_cleansed/K/S/O/TRKSOZB12903CB52C2/a9d35727e45a8feea58488b0f0fa5670.npz,0.416,0.79
./data/lpd/lpd_cleansed/K/S/C/TRKSCYY12903D0A3AE/a9242b9edaf05a57e4e9ed565ef68acb.npz,0.733,0.833
./data/lpd/lpd_cleansed/K/S/C/TRKSCOW12903CA3654/cd76dde9b032defba29f4147dfd2e16d.npz,0.308,0.138
./data/lpd/lpd_cleansed/K/S/U/TRKSUEH128E0787846/b083c90f0e71f28687ad1c07d75ac5e8.npz,0.191,0.455
./data/lpd/lpd_cleansed/K/S/U/TRKSUBO128F427CB79/89288d0b6e9f4fcbb678c17ccbc6a92c.npz,0.738,0.483
./data/lpd/lpd_cleansed/K/S/N/TRKSNFI128F930AA8F/d74e52288a6e35c55a70a52ea7685116.npz,0.606,0.519
./data/lpd/lpd_cleansed/K/S/N/TRKSNOY128F9307A61/f5f52a355663219b5f126615fe7f9099.npz,0.907,0.429
./data/lpd/lpd_cleansed/K/S/H/TRKSHMF128F145BB25/926fcf230e813c2ce6417599d094481f.npz,0.311,0.559
./data/lpd/lpd_cleansed/K/S/V/TRKSVIF128F92F8846/6b8ba347355bd20a4c9e56edf5c003f4.npz,0.456,0.797
./data/lpd/lpd_cleansed/K/S/V/TRKSVYJ128F9310B20/7d8981b527b210211ff4913984918ff5.npz,0.464,0.988
./data/lpd/lpd_cleansed/K/A/F/TRKAFEW128F9317270/5367f4a6a774be47a47b9b8c40a5605b.npz,0.669,0.991
./data/lpd/lpd_cleansed/K/A/W/TRKAWGC128F14697D8/8384ad335fcd1a329234426edd4d59f7.npz,0.655,0.457
./data/lpd/lpd_cleansed/K/A/W/TRKAWCB128F4239EA3/2850381a84231429fa5918e74af954b5.npz,0.897,0.7
./data/lpd/lpd_cleansed/K/A/Y/TRKAYTV128F42AA60C/4eeba69d1615b7a584b307d4d3ea4c24.npz,0.541,0.65
./data/lpd/lpd_cleansed/K/A/C/TRKACDB12903CDE8AF/06bf0104a0b977ab8dd479f06cc879dd.npz,0.568,0.726
./data/lpd/lpd_cleansed/K/A/U/TRKAUNT128E078AC85/d9751ce28ee32d3aeb2e911f6c09e6cd.npz,0.656,0.871
./data/lpd/lpd_cleansed/K/A/H/TRKAHZB128E078ECA2/aab67d778d956bee5d7135bbb0bba121.npz,0.573,0.724
./data/lpd/lpd_cleansed/K/A/H/TRKAHGT128F1456BEC/0237b72e354fed49a1e5e5a7496af563.npz,0.793,0.442
./data/lpd/lpd_cleansed/K/A/H/TRKAHHK128F92EA076/9c04e2cf707e2a8d26c41e82b359335f.npz,0.404,0.741
./data/lpd/lpd_cleansed/K/A/H/TRKAHUN128F423BDFE/b3302115580e8e50d91896010da30660.npz,0.558,0.677
./data/lpd/lpd_cleansed/K/A/V/TRKAVQZ128F42858BC/e84e62601c6a263700feb4ab64086894.npz,0.677,0.148
./data/lpd/lpd_cleansed/K/A/V/TRKAVKK128F42BC3F9/2cb3667b6a9075690465107af0833d0a.npz,0.668,0.964
./data/lpd/lpd_cleansed/K/A/V/TRKAVWL12903CFB4CD/d2af280f96b4f34b6cbd05c5f9691171.npz,0.382,0.483
./data/lpd/lpd_cleansed/K/A/I/TRKAIFD128F930EFBE/e5de582707b4ffe9161b812b286308ef.npz,0.456,0.667
./data/lpd/lpd_cleansed/K/A/I/TRKAIKS128E0783FBA/291beaba53234d3541a751fb950194eb.npz,0.547,0.689
./data/lpd/lpd_cleansed/K/A/X/TRKAXXG128F42751AD/a631e65e95b51b9056741f0b00fa7a80.npz,0.82,0.583
./data/lpd/lpd_cleansed/K/A/E/TRKAEZW128F92F22BF/11a7105df9f81c83ad38c74811d27363.npz,0.453,0.0844
./data/lpd/lpd_cleansed/K/A/E/TRKAEQQ128F42AFC98/ce9f3472c520924842faed4f0b292bd5.npz,0.15,0.924
./data/lpd/lpd_cleansed/K/F/D/TRKFDTN128EF361E48/8a9b5dde734c6927e903127bca7f54c9.npz,0.0613,0.0591
./data/lpd/lpd_cleansed/K/F/B/TRKFBPB128F425A5A5/3b4599a3a0bf9374ca84d256fc235710.npz,0.222,0.654
./data/lpd/lpd_cleansed/K/F/W/TRKFWHA12903CCC607/8cc1687b33d409fd407244e270a9a9cf.npz,0.165,0.695
./data/lpd/lpd_cleansed/K/F/W/TRKFWTZ128E0781710/c6a6b490df97b3e4f8a9338c7e9f6b5d.npz,0.876,0.969
./data/lpd/lpd_cleansed/K/F/J/TRKFJQL128F4289A6B/59a78b8268b8e3a14210ef68dff1b604.npz,0.433,0.362
./data/lpd/lpd_cleansed/K/F/J/TRKFJWS128F931227F/556b5c90702bd851964852f541c3a278.npz,0.975,0.932
./data/lpd/lpd_cleansed/K/F/Y/TRKFYNQ128F92E233A/32a77aafb04ea1281a104e32f0e1718e.npz,0.183,0.748
./data/lpd/lpd_cleansed/K/F/C/TRKFCBZ128F4247195/ab760b0b0124cbc541b47154a0c8fe18.npz,0.827,0.829
./data/lpd/lpd_cleansed/K/F/Z/TRKFZSF12903CBB709/768a15a791982ebc2ab976bfc7430dab.npz,0.502,0.948
./data/lpd/lpd_cleansed/K/F/Z/TRKFZUJ12903CC2499/edc1c9e0ab6a3de6568983bdd3512c7e.npz,0.0958,0.675
./data/lpd/lpd_cleansed/K/F/T/TRKFTQA128F93067BC/278b327d5ca6e1d0af2745f019c59e8b.npz,0.281,0.587
./data/lpd/lpd_cleansed/K/F/P/TRKFPFG128F42690A5/e435e81172f03795836aa72d3482cb24.npz,0.938,0.542
./data/lpd/lpd_cleansed/K/F/P/TRKFPNL128F427D59F/000869391f4fc43161b1d30676cb3fa8.npz,0.752,0.764
./data/lpd/lpd_cleansed/K/F/G/TRKFGAM128F4296B03/205eebb5a84c6ef91e61c9760e7dbd14.npz,0.654,0.618
./data/lpd/lpd_cleansed/K/Q/D/TRKQDOZ128F933368D/fdc4b65785baed91027387fc0d575946.npz,0.917,0.531
./data/lpd/lpd_cleansed/K/Q/D/TRKQDPU128F1455E96/2505e975d6986bc86c8807477c19bf6e.npz,0.509,0.563
./data/lpd/lpd_cleansed/K/Q/K/TRKQKYU128F428D237/8add8a84bab30b597cd33befc25d613c.npz,0.661,0.752
./data/lpd/lpd_cleansed/K/Q/K/TRKQKWL128F92ED322/6c77296a2c5da897960cb2df5e2108f8.npz,0.935,0.888
./data/lpd/lpd_cleansed/K/Q/K/TRKQKXT128C7196CEB/88eaa77f8ddd3e9a1d8564d6b1e88cc3.npz,0.32,0.15
./data/lpd/lpd_cleansed/K/Q/M/TRKQMUC128F93030E8/b0e2d58bcb7eff1e9e67e74f4998edc1.npz,0.25,0.759
./data/lpd/lpd_cleansed/K/Q/F/TRKQFMW128F149DBEF/c74b9b1cf88a4b63add538248c383630.npz,0.437,0.208
./data/lpd/lpd_cleansed/K/Q/F/TRKQFZV128F92DAE12/0c7c579815947b78c38dbb0cfb058e4c.npz,0.218,0.663
./data/lpd/lpd_cleansed/K/Q/W/TRKQWAV128F4295736/0ac68ec6594fc26e383c6fb4590a48d0.npz,0.546,0.531
./data/lpd/lpd_cleansed/K/Q/O/TRKQOBV128F4252DE3/422d0121e85cc11f4593d71a9670c540.npz,0.131,0.454
./data/lpd/lpd_cleansed/K/Q/O/TRKQOVW128F9327334/4f63bec89fb0ff0d0e895e0209342da9.npz,0.0398,0.504
./data/lpd/lpd_cleansed/K/Q/Z/TRKQZGL128F42807E1/a02c1bb28dc98911cac427021c1fde82.npz,0.184,0.108
./data/lpd/lpd_cleansed/K/Q/Z/TRKQZMV128F1460F53/842ba942b7e724610dadb1be3e88c845.npz,0.712,0.808
./data/lpd/lpd_cleansed/K/Q/Z/TRKQZNL128F92E11A6/a36a3c9a029372e5bf9532404d445f17.npz,0.416,0.301
./data/lpd/lpd_cleansed/K/Q/N/TRKQNZA128E0782CD6/2ebd575073b4e03d7f0004bd2a3d84ad.npz,0.86,0.991
./data/lpd/lpd_cleansed/K/Q/H/TRKQHAT128E078AA78/6faea4ce1547e5189b482cdff44061e8.npz,0.051,0.67
./data/lpd/lpd_cleansed/K/Q/L/TRKQLHU12903CBCA5B/a995a06c865fc0ead641cfa4c4d77173.npz,0.301,0.326
./data/lpd/lpd_cleansed/K/Q/P/TRKQPGZ128F427C72A/7d8981b527b210211ff4913984918ff5.npz,0.464,0.988
./data/lpd/lpd_cleansed/K/Q/G/TRKQGMV128F426DE6E/257988d730dd7cf295478586f0f387b0.npz,0.155,0.657
./data/lpd/lpd_cleansed/K/Q/R/TRKQRWT128F42AD9F1/04d38213955ee53e4af016e920165b22.npz,0.285,0.661
./data/lpd/lpd_cleansed/K/Q/R/TRKQRDA12903CC0757/e6d677f899a916d2d361f83881d3fb4e.npz,0.0397,0.989
./data/lpd/lpd_cleansed/K/Q/R/TRKQRLN128F92CFD5F/2d1ac3be8fd6e6c6dc8ab75d54670960.npz,0.801,0.872
./data/lpd/lpd_cleansed/K/W/D/TRKWDQE128F42671A2/cc5d9e309e25e5ecf7e15b5332d2616e.npz,0.117,0.502
./data/lpd/lpd_cleansed/K/W/K/TRKWKBG128F427C3A9/9dffa680be0028bb8e2e92c7ba302ac6.npz,0.175,0.359
./data/lpd/lpd_cleansed/K/W/K/TRKWKAG128F14994DA/342ab96ae72fc3427fdfadde928bb81c.npz,0.53,0.483
./data/lpd/lpd_cleansed/K/W/M/TRKWMQS128F14A0506/d264074f43d00b09cf44316d0d62f40b.npz,0.2,0.286
./data/lpd/lpd_cleansed/K/W/M/TRKWMFB128F92C64CC/f20c290941cad56e6f30961e9155e9a2.npz,0.146,0.457
./data/lpd/lpd_cleansed/K/W/Q/TRKWQPY128F4298395/8947a37e076c0532c590edbdadd6c9de.npz,0.53,0.72
./data/lpd/lpd_cleansed/K/W/W/TRKWWPU128F14845D5/34839bf0b9f27d6b0c26af649e821f14.npz,0.383,0.904
./data/lpd/lpd_cleansed/K/W/C/TRKWCMQ128F42877DE/e9e73edd8a7a3a1205d420de081d1dbc.npz,0.842,0.725
./data/lpd/lpd_cleansed/K/W/C/TRKWCZE128F148DEBB/73e6a56fa35b38ea28662157bae08e68.npz,0.407,0.424
./data/lpd/lpd_cleansed/K/W/U/TRKWUPD128F931F62D/e6d30befed9951c2371967a97f901e0d.npz,0.961,0.674
./data/lpd/lpd_cleansed/K/W/N/TRKWNOZ128F9341877/5367f4a6a774be47a47b9b8c40a5605b.npz,0.669,0.991
./data/lpd/lpd_cleansed/K/W/H/TRKWHJF128F93211B7/28dc32a29b7e6034e98de2e063921038.npz,0.708,0.996
./data/lpd/lpd_cleansed/K/W/X/TRKWXST128F428D0ED/1406177dbb0ebb3ad58801889a6c5b49.npz,0.473,0.763
./data/lpd/lpd_cleansed/K/W/R/TRKWRFX128F4276866/83c68303efdfe1dbc9fda04ec4d923f2.npz,0.674,0.772
./data/lpd/lpd_cleansed/K/J/D/TRKJDYO128F424487A/d7374fa1c52992f4ff87960906cc07bd.npz,0.513,0.489
./data/lpd/lpd_cleansed/K/J/D/TRKJDSS128F4262A09/11af7266bde689ec7ac9a6c8ae398d4b.npz,0.338,0.271
./data/lpd/lpd_cleansed/K/J/B/TRKJBHI128F427A724/e156c84bac8fafc07ce8aba4c3f54cfa.npz,0.394,0.555
./data/lpd/lpd_cleansed/K/J/B/TRKJBQR128F42A3EB4/1ce146b5f1d74f491992cc5338a080b7.npz,0.298,0.47
./data/lpd/lpd_cleansed/K/J/K/TRKJKDD128F428F2BD/39a063283db8902fab12e5b57c2fc285.npz,0.483,0.981
./data/lpd/lpd_cleansed/K/J/M/TRKJMLE128F92E5B12/08548ae294e0f8f0aa6fde2ba0454026.npz,0.49,0.24
./data/lpd/lpd_cleansed/K/J/A/TRKJAIH128E0789755/6d94d037e2c3eb0fac8a894cc6c0299b.npz,0.678,0.624
./data/lpd/lpd_cleansed/K/J/F/TRKJFFN12903CC0916/1c257cf3d4c5c4b9fe211cac9ca8082d.npz,0.617,0.602
./data/lpd/lpd_cleansed/K/J/Q/TRKJQHT128F9310238/27e2cc012e8f39f69e258b4c3ac66ecd.npz,0.883,0.766
./data/lpd/lpd_cleansed/K/J/J/TRKJJBF128F42923D7/75ffeff1cce3a6f4afe02b97477f0402.npz,0.431,0.818
./data/lpd/lpd_cleansed/K/J/O/TRKJOVO128F421C79F/73eb7ecdba0ccf1662552cb9fff652a3.npz,0.523,0.938
./data/lpd/lpd_cleansed/K/J/O/TRKJOEW128F9304CE1/840afcd893153b812d06bc3fa8ea40ed.npz,0.603,0.688
./data/lpd/lpd_cleansed/K/J/O/TRKJOSJ128F92E462C/fa5a04f52f7988a39b8332e874d9177b.npz,0.289,0.445
./data/lpd/lpd_cleansed/K/J/O/TRKJOJM12903CA898A/9bef570425ff780e90db64b1cd9d23d4.npz,0.968,0.838
./data/lpd/lpd_cleansed/K/J/N/TRKJNGT128F93075F9/cfbb63538c68f471b8f85aa2a376ab95.npz,0.541,0.454
./data/lpd/lpd_cleansed/K/J/H/TRKJHVF128F4273C8E/38c22e9535e5fbb51166acc923a56abb.npz,0.492,0.718
./data/lpd/lpd_cleansed/K/J/H/TRKJHUB12903CFEACA/21d2123e7692d2bdfde6bf4bcba692db.npz,0.864,0.748
./data/lpd/lpd_cleansed/K/J/T/TRKJTUV128F932BB1D/ca8824e02b7f540721c29c25cc8a5fd2.npz,0.307,0.676
./data/lpd/lpd_cleansed/K/J/V/TRKJVDN128F4291439/355b9f05dc4675873e66ca5314cacfcf.npz,0.856,0.521
./data/lpd/lpd_cleansed/K/J/L/TRKJLHS128F4274234/1d7ff7f2b6b4001449960fc8529ba468.npz,0.381,0.424
./data/lpd/lpd_cleansed/K/J/L/TRKJLSB128F92F9090/ac7c6f06feade8fc960b5559cb1e6a02.npz,0.761,0.61
./data/lpd/lpd_cleansed/K/J/P/TRKJPCU128F92F2E6C/0eff630eaca891aa9db715478947cbf7.npz,0.778,0.686
./data/lpd/lpd_cleansed/K/J/E/TRKJEAQ128F429306E/edc1c9e0ab6a3de6568983bdd3512c7e.npz,0.0958,0.675
./data/lpd/lpd_cleansed/K/O/B/TRKOBCF12903CD0A6C/0f729b0ef5947711ef46cf3fdd5ee5e7.npz,0.29,0.52
./data/lpd/lpd_cleansed/K/O/M/TRKOMAX128F4281A3D/22f76bc332fac68f629847b678f833d5.npz,0.256,0.253
./data/lpd/lpd_cleansed/K/O/F/TRKOFJU128F427ECFF/072f6acd65e84392b2235821a45c23cc.npz,0.844,0.63
./data/lpd/lpd_cleansed/K/O/Q/TRKOQRH12903CD9107/6f2667be953580a416ede1cdf8fc2d48.npz,0.85,0.347
./data/lpd/lpd_cleansed/K/O/O/TRKOOHJ128F14912BE/f11e7d8d97112d7c17dc18cbab1c4937.npz,0.127,0.233
./data/lpd/lpd_cleansed/K/O/Y/TRKOYFJ128E0785945/c245811fa0e99dbf6b4711380ec00083.npz,0.474,0.773
./data/lpd/lpd_cleansed/K/O/C/TRKOCYU12903CEDD7A/10a56fdc3eb89896631639b0bb1dba5a.npz,0.399,0.237
./data/lpd/lpd_cleansed/K/O/C/TRKOCGJ128F42649A5/82f7413b44631561ad8fd2292f521e8c.npz,0.34,0.293
./data/lpd/lpd_cleansed/K/O/U/TRKOUQN128F92FA0FE/c4684f2256fbabacbfcc4edb5b8c1287.npz,0.518,0.83
./data/lpd/lpd_cleansed/K/O/H/TRKOHLY128F93282C0/1f5b5ec898e43a04753e1deafb4e5a76.npz,0.176,0.313
./data/lpd/lpd_cleansed/K/O/I/TRKOICK128F92F1726/11ff9349b4ff934c6a63eb3fe2a361bd.npz,0.945,0.685
./data/lpd/lpd_cleansed/K/O/L/TRKOLPU128F93507AE/ade44fce54b4544ceba2ab047e520954.npz,0.251,0.466
./data/lpd/lpd_cleansed/K/O/X/TRKOXNQ12903CB4F8E/33d591b08a3c25ca5471805e635a59fa.npz,0.178,0.378
./data/lpd/lpd_cleansed/K/O/X/TRKOXEM12903CEB513/9d2e89075ffefb302cc619a052d771dc.npz,0.457,0.469
./data/lpd/lpd_cleansed/K/O/P/TRKOPJN128F933DE7B/6dba0495d9375af1b4aaf921eb9c421a.npz,0.504,0.52
./data/lpd/lpd_cleansed/K/O/G/TRKOGMQ128F93089DC/2f4af7f66b1d38ce0bf6fe66dd5d83a0.npz,0.105,0.47
./data/lpd/lpd_cleansed/K/O/G/TRKOGSQ128F14555E9/b991292e6e62f71949ecc64a84264405.npz,0.102,0.74
./data/lpd/lpd_cleansed/K/O/G/TRKOGKP12903CBB3FC/ca547bf248290217477c4c99ac11100f.npz,0.965,0.725
./data/lpd/lpd_cleansed/K/O/R/TRKORTY128F92FC85B/e2657550c0d1d0925c6a1ab58fbf1caf.npz,0.696,0.76
./data/lpd/lpd_cleansed/K/Y/B/TRKYBWY128F1458B13/adee3480cce3ef993973bfa5f8390f6d.npz,0.296,0.893
./data/lpd/lpd_cleansed/K/Y/B/TRKYBZQ128F1463E21/fd84231064af3aa9c4939d2df70a4c2f.npz,0.166,0.658
./data/lpd/lpd_cleansed/K/Y/B/TRKYBAR128F92E9761/a19a9b2e2b543edcab88600b9e883f6a.npz,0.592,0.593
./data/lpd/lpd_cleansed/K/Y/K/TRKYKVJ128F4282ADE/7c2127c217dbb832be96da136eb9c418.npz,0.379,0.568
./data/lpd/lpd_cleansed/K/Y/F/TRKYFLW128F9303A4B/3eae2e081c9e8f17a5dee55a445e3d61.npz,0.252,0.314
./data/lpd/lpd_cleansed/K/Y/F/TRKYFZJ128F42A97DC/ad77f62e662a5ec2951e7e0b085f6618.npz,0.271,0.647
./data/lpd/lpd_cleansed/K/Y/F/TRKYFKI128E078E83A/ce9a2edc6f960b1e5140f32e4ca42e9b.npz,0.848,0.732
./data/lpd/lpd_cleansed/K/Y/J/TRKYJQS12903D08D3A/8596e63851f5a9454853c070abc7cf00.npz,0.881,0.773
./data/lpd/lpd_cleansed/K/Y/J/TRKYJGR128F422CD8F/e90bb03f28c0bf8d5303de92b0ab172c.npz,0.355,0.443
./data/lpd/lpd_cleansed/K/Y/U/TRKYUZC128F14A465E/7dffa78a96b552407dbb8e28055e2d0b.npz,0.137,0.304
./data/lpd/lpd_cleansed/K/Y/H/TRKYHRD128F9302FDE/7790cd2829ba4a0a1557011cadf40789.npz,0.971,0.839
./data/lpd/lpd_cleansed/K/Y/H/TRKYHOR12903CAD7F2/75ffeff1cce3a6f4afe02b97477f0402.npz,0.431,0.818
./data/lpd/lpd_cleansed/K/Y/E/TRKYETR128F42208E2/09368119b544ea8d7f374c6b64f6f14c.npz,0.549,0.641
./data/lpd/lpd_cleansed/K/C/D/TRKCDCC128F92E2BE2/ae4502a8dc4853d7efc9edb0c12f6682.npz,0.535,0.367
./data/lpd/lpd_cleansed/K/C/B/TRKCBVQ128F428AD36/6f3fb8055bd2f4c8977118980ea8f114.npz,0.586,0.669
./data/lpd/lpd_cleansed/K/C/K/TRKCKFW128F9335203/3ebc5d9cb1c822fc45adc2b0da57dd98.npz,0.904,0.773
./data/lpd/lpd_cleansed/K/C/M/TRKCMHB12903CF3B96/34b6c04f2a4a6b594bda1b489b9c1d23.npz,0.393,0.591
./data/lpd/lpd_cleansed/K/C/S/TRKCSJE128F422DFBA/07328ac77ba6717d599b879b075fe3ca.npz,0.351,0.461
./data/lpd/lpd_cleansed/K/C/S/TRKCSCW128F42521CC/74709197c83a40bf113266530067c4ee.npz,0.968,0.913
./data/lpd/lpd_cleansed/K/C/Z/TRKCZYQ128F426B019/96910f4283b8acd20758701f03a7196d.npz,0.569,0.926
./data/lpd/lpd_cleansed/K/C/Z/TRKCZOK128E07843EA/572357fc4def05b4f26df474080423b3.npz,0.504,0.575
./data/lpd/lpd_cleansed/K/C/Z/TRKCZIZ128F92FD7DA/9493b7e127b69ca2f3bf8a98891a1a48.npz,0.628,0.431
./data/lpd/lpd_cleansed/K/C/H/TRKCHDL12903CB1A9C/1a52d0e4ff63a13fd99111d0ce8aaee5.npz,0.489,0.335
./data/lpd/lpd_cleansed/K/C/H/TRKCHKK128F92F5021/b6c3c2d096e12d07cfd8f1024ba272a4.npz,0.843,0.929
./data/lpd/lpd_cleansed/K/C/H/TRKCHUH128F4244F94/d0db86377cbecdb27ce21840414ec33c.npz,0.485,0.789
./data/lpd/lpd_cleansed/K/C/L/TRKCLBN128F42A6D3A/d1002f0b1b1e687baa750467113e219c.npz,0.0311,0.22
./data/lpd/lpd_cleansed/K/C/X/TRKCXNY128F42B1E0C/56388534c65ee08a88e5b9f9d388f5be.npz,0.497,0.722
./data/lpd/lpd_cleansed/K/C/P/TRKCPUJ128F932AC38/a54b6bb308ad2164915722a479656f58.npz,0.778,0.642
./data/lpd/lpd_cleansed/K/C/P/TRKCPSP128E0793234/c7a1c43c32a3ae6b0fb2e0437f1c27ab.npz,0.532,0.417
./data/lpd/lpd_cleansed/K/C/G/TRKCGZO128F9302C91/10a644bc187302fcae9d05e5568c8bb8.npz,0.545,0.729
./data/lpd/lpd_cleansed/K/C/R/TRKCRNY128F42413CE/645fe4e57138f6333dda0eff6c2e6122.npz,0.298,0.377
./data/lpd/lpd_cleansed/K/C/R/TRKCRLT128F42A58DE/04400fa8752aa98830f4909bd1867889.npz,0.578,0.956
./data/lpd/lpd_cleansed/K/Z/D/TRKZDVM12903CCD96B/ee64d5ed25fb16127e5c810efc6274f9.npz,0.37,0.747
./data/lpd/lpd_cleansed/K/Z/K/TRKZKTJ128F93332D5/35a4de40b78a728f466d55aa9a9aa8c5.npz,0.91,0.764
./data/lpd/lpd_cleansed/K/Z/M/TRKZMUS128F42A0E14/5386ffb3b559bebd66657123275688d7.npz,0.283,0.488
./data/lpd/lpd_cleansed/K/Z/A/TRKZAJZ12903D04342/72c2fed05482619a7af9c0d1aa6a24a4.npz,0.184,0.519
./data/lpd/lpd_cleansed/K/Z/W/TRKZWTD128F92F0FCE/6097b2e009ad0a57441463f855a2f480.npz,0.34,0.5
./data/lpd/lpd_cleansed/K/Z/J/TRKZJVY128F92ED752/d67eb122752a00c183696a9fa8652ce3.npz,0.387,0.643
./data/lpd/lpd_cleansed/K/Z/J/TRKZJGU128F4273B40/c6dd2e053b80cb3b659e0a1cd92f3534.npz,0.638,0.835
./data/lpd/lpd_cleansed/K/Z/J/TRKZJKB128F92FDADF/97f5457abceb9a0206c44c1125a31736.npz,0.465,0.825
./data/lpd/lpd_cleansed/K/Z/O/TRKZOBJ128F428AF61/39637811cb8e945738e3bf47708c8c6f.npz,0.77,0.488
./data/lpd/lpd_cleansed/K/Z/O/TRKZOBF12903CEF3A0/7cc2896d7c9be3870505ad9067d5e9ed.npz,0.199,0.0773
./data/lpd/lpd_cleansed/K/Z/Y/TRKZYBB128F92CC97D/23012597674fe05918dfea3eef3c3f51.npz,0.169,0.264
./data/lpd/lpd_cleansed/K/Z/C/TRKZCCT12903CA9F0E/dcb13f857a3232584061bed2ef7b7f47.npz,0.922,0.399
./data/lpd/lpd_cleansed/K/Z/U/TRKZUHX128F930DCA1/f20caa011aa6827cf362b9c2c025b96d.npz,0.892,0.906
./data/lpd/lpd_cleansed/K/Z/N/TRKZNUO128F4289685/b152ab2d5e4872763becf26434811977.npz,0.208,0.24
./data/lpd/lpd_cleansed/K/Z/T/TRKZTCF128F92E7426/c3b81829a3832235242a91ad2f909e7b.npz,0.454,0.718
./data/lpd/lpd_cleansed/K/Z/T/TRKZTSC12903D0CDE8/9ad165399d518a13663c97586a8ee74a.npz,0.397,0.692
./data/lpd/lpd_cleansed/K/Z/I/TRKZIUQ128F4240F33/cc57f2da27012c4ee777fe667db60647.npz,0.759,0.681
./data/lpd/lpd_cleansed/K/Z/P/TRKZPOI128F4243EC2/3c94b93ee66ef9b7ad60ef6d6e831436.npz,0.0979,0.954
./data/lpd/lpd_cleansed/K/Z/P/TRKZPQA128E0786347/f7a426c46b254076ff320b627714a7e4.npz,0.734,0.861
